TGRAC FID,Historical Mandal ID,Version Code,TGRAC Name,Current LGD Name,TGRAC District,LGD Code,Census 2011,Legal valid_from,Legal valid_to,Timeline Status,Geometry Snapshot Date,Geometry Semantic,Predecessor Lineage,Successor(s) Lineage,Lineage Notes,W014 is_current,Primary Dataset Version ID
357,TS-MDL-4513,TS-MDL-4513-V1,Mominpet,Mominpet,Vikarabad,4513,04513,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
358,TS-MDL-6260,TS-MDL-6260-V1,Moosapet,Moosapet,Mahabubnagar,6260,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
359,TS-MDL-4640,TS-MDL-4640-V1,Mothey,Mothey,Suryapet,4640,04640,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
360,TS-MDL-4625,TS-MDL-4625-V1,Mothkur,Mothkur,Yadadri Bhuvanagiri,4625,04625,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
361,TS-MDL-6235,TS-MDL-6235-V1,Mugpal,Mugpal,Nizamabad,6235,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
362,TS-MDL-4748,TS-MDL-4748-V1,Mulakalapally,Mulkalapally,Bhadradri Kothagudem,4748,04748,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
363,TS-MDL-4541,TS-MDL-4541-V1,Pudur,Pudur,Vikarabad,4541,04541,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
364,TS-MDL-4478,TS-MDL-4478-V1,Pulkal,Pulkal,Sangareddy,4478,04478,2016-10-11,2020-09-24,SPLIT_2020_09_24,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Territorial envelope valid until 2020-09-24),10 Legacy AP Districts (2014 Telangana State Formation),Chowtakur (LGD 7188),Predecessor to Chowtakur (LGD 7188) formed on 2020-09-24 under G.O.Ms.No. 111,false,ts_lgd_mandals_2016_v1
365,TS-MDL-6273,TS-MDL-6273-V1,Manoharabad,Manoharabad,Medak,6273,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
366,TS-MDL-4689,TS-MDL-4689-V1,Mulug,Mulug,Mulugu,4689,04689,2016-10-11,2022-09-26,SPLIT_POST_2022,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),Mallampally (LGD 7536),Predecessor to Mallampally (LGD 7536) formed in 2023,false,ts_lgd_mandals_2016_v1
367,TS-MDL-4486,TS-MDL-4486-V1,Mulug,Mulug,Siddipet,4486,04486,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
368,TS-MDL-4642,TS-MDL-4642-V1,Munagala,Munagala,Suryapet,4642,04642,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
369,TS-MDL-4501,TS-MDL-4501-V1,Musheerabad,Musheerabad,Hyderabad,4501,04501,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
370,TS-MDL-4404,TS-MDL-4404-V1,Mutharam_Mahadevpur,Mutharam Mahadevpur,Jayashankar Bhupalpally,4404,04404,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
371,TS-MDL-4406,TS-MDL-4406-V1,Mutharam_Manthani,Mutharam (Manthani),Peddapalli,4406,04406,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
372,TS-MDL-4641,TS-MDL-4641-V1,Nadigudem,Nadigudem,Suryapet,4641,04641,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
373,TS-MDL-6280,TS-MDL-6280-V1,Nagalgidda,Nagalgidda,Sangareddy,6280,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
374,TS-MDL-4340,TS-MDL-4340-V1,Tanoor,Tanoor,Nirmal,4340,04340,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
375,TS-MDL-6298,TS-MDL-6298-V1,Nagaram,Nagaram,Suryapet,6298,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
376,TS-MDL-6222,TS-MDL-6222-V1,Mavala,Mavala,Adilabad,6222,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
377,TS-MDL-4387,TS-MDL-4387-V1,Nagi_Reddypet,Nagireddypet,Kamareddy,4387,04387,2016-10-11,2022-09-26,SPLIT_POST_2022,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),Palwancha (LGD 7519),Predecessor to Palwancha (LGD 7519) formed in 2023,false,ts_lgd_mandals_2016_v1
378,TS-MDL-4692,TS-MDL-4692-V1,Nallabelli,Nallabelli,Warangal_Rural,4692,04692,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
379,TS-MDL-4504,TS-MDL-4504-V1,Nampally,Nampally,Hyderabad,4504,04504,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
380,TS-MDL-4654,TS-MDL-4654-V1,Nampally,Nampally,Nalgonda,4654,04654,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
381,TS-MDL-6321,TS-MDL-6321-V1,Nandigama,Nandigama,Rangareddy,6321,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
382,TS-MDL-4359,TS-MDL-4359-V1,Nandipet,Nandipet,Nizamabad,4359,04359,2016-10-11,2022-09-26,SPLIT_2022_09_26,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Territorial envelope valid until 2022-09-26),10 Legacy AP Districts (2014 Telangana State Formation),Donkeshwar (LGD 7530),Predecessor to Donkeshwar (LGD 7530) formed on 2022-09-26 under G.O.Ms.No. 83,false,ts_lgd_mandals_2016_v1
383,TS-MDL-4461,TS-MDL-4461-V1,Nangnoor,Nangnoor,Siddipet,4461,04461,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
384,TS-MDL-4648,TS-MDL-4648-V1,Narayanapoor,Narayanpur,Yadadri Bhuvanagiri,4648,04648,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
385,TS-MDL-4452,TS-MDL-4452-V1,Narayankhed,Narayankhed,Sangareddy,4452,04452,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
386,TS-MDL-4570,TS-MDL-4570-V1,Narayanpet,Narayanpet,Narayanpet,4570,04570,2016-10-11,2022-09-26,SPLIT_2022_09_26,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Territorial envelope valid until 2022-09-26),10 Legacy AP Districts (2014 Telangana State Formation),Kothapally (LGD 7537),Predecessor to Kothapally (LGD 7537) formed on 2022-09-26 under G.O.Ms.No. 84,false,ts_lgd_mandals_2016_v1
387,TS-MDL-4634,TS-MDL-4634-V1,Narketpally,Narketpally,Nalgonda,4634,04634,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
388,TS-MDL-4423,TS-MDL-4423-V1,Ramadugu,Ramadugu,Karimnagar,4423,04423,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
389,TS-MDL-6216,TS-MDL-6216-V1,Ramagiri,Ramagiri,Peddapalli,6216,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
390,TS-MDL-4715,TS-MDL-4715-V1,Thorrur,Thorrur,Mahabubabad,4715,04715,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
391,TS-MDL-4620,TS-MDL-4620-V1,Thungathurthy,Thungaturthy,Suryapet,4620,04620,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
392,TS-MDL-4645,TS-MDL-4645-V1,Tipparthy,Thipparthy,Nalgonda,4645,04645,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
393,TS-MDL-4675,TS-MDL-4675-V1,Narmetta,Narmetta,Jangoan,4675,04675,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
394,TS-MDL-4632,TS-MDL-4632-V1,Ramannapet,Ramannapet,Yadadri Bhuvanagiri,4632,04632,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
395,TS-MDL-4312,TS-MDL-4312-V1,Narnoor,Narnoor,Adilabad,4312,04312,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
396,TS-MDL-4719,TS-MDL-4719-V1,Narsimhulapet,Narsimhulapet,Mahabubabad,4719,04719,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
397,TS-MDL-4327,TS-MDL-4327-V1,Rebbena,Rebbena,Kumurambheem Asifabad,4327,04327,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
398,TS-MDL-4662,TS-MDL-4662-V1,Tripuraram,Tripuraram,Nalgonda,4662,04662,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
399,TS-MDL-4614,TS-MDL-4614-V1,Turkapalle_M,Thurkapally,Yadadri Bhuvanagiri,4614,04614,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
400,TS-MDL-6272,TS-MDL-6272-V1,Narsingi,Narsingi,Medak,6272,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
401,TS-MDL-6226,TS-MDL-6226-V1,Naspur,Naspur,Mancherial,6226,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
402,TS-MDL-4381,TS-MDL-4381-V1,Sadashivnagar,Sadashivanagar,Kamareddy,4381,04381,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
403,TS-MDL-4398,TS-MDL-4398-V1,Velgatur,Velgatur,Jagtial,4398,04398,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
404,TS-MDL-6244,TS-MDL-6244-V1,Nasurullabad,Nasurullabad,Kamareddy,6244,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
405,TS-MDL-4705,TS-MDL-4705-V1,Sangem,Sangem,Warangal_Rural,4705,04705,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
406,TS-MDL-4331,TS-MDL-4331-V1,Nennel,Nennel,Mancherial,4331,04331,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
407,TS-MDL-4325,TS-MDL-4325-V1,Neradigonda,Neradigonda,Adilabad,4325,04325,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
408,TS-MDL-4498,TS-MDL-4498-V1,Secunderabad,Secunderabad,Hyderabad,4498,04498,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
409,TS-MDL-4665,TS-MDL-4665-V1,Nereducherla,Nereducherla,Suryapet,4665,04665,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
410,TS-MDL-4542,TS-MDL-4542-V1,Shabad,Shabad,Rangareddy,4542,04542,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
411,TS-MDL-6308,TS-MDL-6308-V1,Neredugommu,Neredugommu,Nalgonda,6308,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
412,TS-MDL-4441,TS-MDL-4441-V1,Shankarapatnam,Shankarapatnam,Karimnagar,4441,04441,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
413,TS-MDL-4515,TS-MDL-4515-V1,Shankarpalle,Shankarpalle,Rangareddy,4515,04515,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
414,TS-MDL-4344,TS-MDL-4344-V1,Nirmal,Nirmal U,Nirmal,4344,04344,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
